StarTAC ST7762,Mike Pelletier,35173,125.99,Telephones and Communication
Ames Color-File® Green Diamond Border X-ray Mailers,John Murray,36773,83.98,Envelopes
Avery 494,Tim Brockman,36997,2.61,Labels
GBC Therma-A-Bind 250T Electric Binding System,Shaun Chance,37700,122.99,Binders and Binder Accessories
OIC Thumb-Tacks,Darren Powers,38529,1.14,Rubber Bands
Xerox 1934,Penelope Sewall,40162,55.98,Paper
Newell 327,Shaun Chance,40612,2.21,Pens & Art Supplies
Chromcraft 48  x 96  Racetrack Double Pedestal Table,Shaun Chance,41987,320.64,Tables
Hon Olson Stacker Stools,Sue Ann Reed,42083,140.81,Chairs & Chairmats
Xerox 1894,Sue Ann Reed,42083,6.48,Paper
Kleencut® Forged Office Shears by Acme United Corporation,Sue Ann Reed,42083,2.08,"Scissors, Rulers and Trimmers"
T39m,Tim Brockman,42151,155.99,Telephones and Communication
Wilson Jones 1  Hanging DublLock® Ring Binders,Sung Chung,42658,5.28,Binders and Binder Accessories
Telescoping Adjustable Floor Lamp,Tamara Manning,43911,19.99,Office Furnishings
Panasonic KX-P1131 Dot Matrix Printer,Tamara Manning,43911,264.98,Office Machines
Hon 4070 Series Pagoda™ Round Back Stacking Chairs,Tamara Manning,43911,320.98,Chairs & Chairmats
US Robotics 56K V.92 External Faxmodem,Shaun Chance,44005,99.99,Computer Peripherals
Xerox 1899,Tom Prescott,44486,5.78,Paper
Boston 16765 Mini Stand Up Battery Pencil Sharpener,Roger Demir,45284,11.66,Pens & Art Supplies
O'Sullivan 5-Shelf Heavy-Duty Bookcases,Shaun Chance,45668,81.94,Bookcases
Holmes 99% HEPA Air Purifier,Resi Polking,46023,21.66,Appliances
Eldon Cleatmat® Chair Mats for Medium Pile Carpets,John Murray,46533,55.5,Office Furnishings
StarTAC 7760,John Murray,46533,65.99,Telephones and Communication
"Hot File® 7-Pocket, Floor Stand",Tim Brockman,48321,178.47,Storage & Organization
Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Penelope Sewall,48673,15.31,Storage & Organization
Flexible Leather- Look Classic Collection Ring Binder,Roger Demir,48742,18.94,Binders and Binder Accessories
"Peel & Seel® Recycled Catalog Envelopes, Brown",Sharelle Roach,48998,11.58,Envelopes
Xerox 210,Darren Powers,50246,6.48,Paper
Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,Tom Prescott,51200,53.98,Computer Peripherals
"Sauder Forest Hills Library, Woodland Oak Finish",Tim Brockman,51271,140.98,Bookcases
Phone 918,Tim Brockman,51271,205.99,Telephones and Communication
"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Tom Prescott,51297,8.69,Binders and Binder Accessories
Xerox 1891,Tamara Manning,51842,48.91,Paper
Tennsco Regal Shelving Units,Tamara Manning,51842,101.41,Storage & Organization
Accessory34,Sharelle Roach,51968,85.99,Telephones and Communication
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Pauline Webber,52578,217.85,Tables
Hon 2111 Invitation™ Series Corner Table,Pauline Webber,52578,209.37,Tables
Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Sharelle Roach,53027,35.89,Envelopes
Canon PC-428 Personal Copier,Resi Polking,54214,199.99,Copiers and Fax
Gyration Ultra Cordless Optical Suite,Pauline Webber,54342,100.97,Computer Peripherals
*Staples* Highlighting Markers,Pauline Webber,54342,4.84,Pens & Art Supplies
Avery® Durable Plastic 1  Binders,Tamara Manning,54656,4.54,Binders and Binder Accessories
Xerox 1930,Shaun Chance,54949,6.48,Paper
"Tennsco Lockers, Gray",Shaun Chance,54949,20.98,Storage & Organization
"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Darren Powers,55813,70.71,Office Furnishings
O'Sullivan 3-Shelf Heavy-Duty Bookcases,Quincy Jones,56577,58.14,Bookcases
Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,Darren Powers,56834,80.97,Office Machines
Xerox 214,Darren Powers,56834,6.48,Paper
Bush Advantage Collection® Round Conference Table,Pauline Webber,57380,212.6,Tables
"Global Leather Task Chair, Black",Tom Prescott,58722,89.99,Chairs & Chairmats
Bionaire Personal Warm Mist Humidifier/Vaporizer,Tamara Manning,58981,46.89,Appliances
Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Shaun Chance,59686,5.8,Binders and Binder Accessories
Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Lindsay Castell,6791,51.98,Office Machines
"Dixon My First Ticonderoga Pencil, #2",Adam Bellavance,9895,5.85,Pens & Art Supplies
Adesso Programmable 142-Key Keyboard,Ken Dana,11846,152.48,Computer Peripherals
2300 Heavy-Duty Transfer File Systems by Perma,Ken Dana,11846,24.98,Storage & Organization
Keytronic French Keyboard,Lindsay Castell,12450,73.98,Computer Peripherals
Xerox 1887,Ken Dana,16518,18.97,Paper
Accessory34,Ken Dana,16518,85.99,Telephones and Communication
Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Adam Bellavance,17860,7.77,Appliances
Holmes Odor Grabber,Ken Dana,17952,14.42,Appliances
Office Star Flex Back Scooter Chair with White Frame,Adam Bellavance,18596,110.98,Chairs & Chairmats
Avery 485,Adam Bellavance,18596,12.53,Labels
Honeywell Enviracaire® Portable HEPA Air Cleaner for up to 10 x 16 Room,Lindsay Castell,21410,123.38,Appliances
Deflect-O® Glasstique™ Clear Desk Accessories,Laurel Workman,22563,7.7,Office Furnishings
Staples® General Use 3-Ring Binders,Ken Dana,25318,1.88,Binders and Binder Accessories
Fellowes Mighty 8 Compact Surge Protector,Laurel Workman,26688,20.27,Appliances
Peel-Off® China Markers,Laurel Workman,26688,9.93,Pens & Art Supplies
Bush Advantage Collection® Racetrack Conference Table,Ken Dana,26881,424.21,Tables
Belkin F9M820V08 8 Outlet Surge,Adam Bellavance,26887,42.98,Appliances
"Fellowes Twister Kit, Gray/Clear, 3/pkg",Adam Bellavance,26887,8.04,Binders and Binder Accessories
Accessory13,Ken Dana,29761,35.99,Telephones and Communication
3M Office Air Cleaner,Ken Dana,29761,25.98,Appliances
Eldon Expressions Mahogany Wood Desk Collection,Ken Dana,29761,6.24,Office Furnishings
"Master Caster Door Stop, Large Neon Orange",Lisa Ryan,31810,7.28,Office Furnishings
Xerox 1961,Max Engle,36548,4.98,Paper
"Master Caster Door Stop, Gray",Max Engle,39585,5.08,Office Furnishings
DAX Natural Wood-Tone Poster Frame,Adam Bellavance,41793,26.48,Office Furnishings
Advantus Plastic Paper Clips,Adam Bellavance,42949,5,Rubber Bands
Hewlett Packard 6S Scientific Calculator,Adam Bellavance,42949,12.99,Office Machines
Storex DuraTech Recycled Plastic Frosted Binders,Laurel Workman,43044,4.24,Binders and Binder Accessories
Polycom ViewStation™ ISDN Videoconferencing Unit,Laurel Workman,43044,6783.02,Office Machines
Acme® 8  Straight Scissors,Laurel Workman,46048,12.98,"Scissors, Rulers and Trimmers"
"Tenex Personal Project File with Scoop Front Design, Black",Laurel Workman,46048,13.48,Storage & Organization
Xerox 194,Lisa Ryan,48354,55.48,Paper
Xerox 1986,Ken Dana,48416,6.68,Paper
Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Lisa Ryan,49798,280.98,Chairs & Chairmats
Fiskars® Softgrip Scissors,Lisa Ryan,49798,10.98,"Scissors, Rulers and Trimmers"
Boston KS Multi-Size Manual Pencil Sharpener,Ken Dana,50470,22.99,Pens & Art Supplies
Xerox 1983,Helen Wasserman,52900,5.98,Paper
"Imation 3.5 , DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Helen Wasserman,57572,4.98,Computer Peripherals
"Rediform Wirebound  Phone Memo  Message Book, 11 x 5-3/4",Helen Wasserman,57572,7.64,Paper
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Julia Dunbar,57766,30.53,Labels
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Julia Dunbar,58566,105.29,Office Furnishings
MicroTAC 650,Julia Dunbar,58566,65.99,Telephones and Communication
O'Sullivan Living Dimensions 2-Shelf Bookcases,Julia Dunbar,58658,120.98,Bookcases
Microsoft Internet Keyboard,Julia Dunbar,58658,20.97,Computer Peripherals
Accessory21,Julia Dunbar,58658,20.99,Telephones and Communication
Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Helen Wasserman,59139,70.97,Appliances
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Helen Wasserman,59139,5.34,Binders and Binder Accessories
"Imation 3.5  DS/HD IBM Formatted Diskettes, 50/Pack",Max Engle,59942,15.98,Computer Peripherals
"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Carl Weiss,5350,11.33,Appliances
TDK 4.7GB DVD-R,Chuck Clark,6850,10.01,Computer Peripherals
Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Chuck Clark,6850,51.98,Office Machines
Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Chuck Clark,6850,64.98,Storage & Organization
Balt Split Level Computer Training Table,Chuck Clark,6850,138.75,Tables
SANFORD Liquid Accent™ Tank-Style Highlighters,Chuck Clark,7488,2.84,Pens & Art Supplies
"Boston Model 1800 Electric Pencil Sharpener, Gray",Chuck Clark,7552,28.15,Pens & Art Supplies
Acme® 8  Straight Scissors,Chuck Clark,7552,12.98,"Scissors, Rulers and Trimmers"
Accessory29,Darren Koutras,7585,20.99,Telephones and Communication
Acco Recycled 2  Capacity Laser Printer Hanging Data Binders,Darren Koutras,8289,14.45,Binders and Binder Accessories
"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2  x 7 ",Roland Murray,8679,9.11,Paper
"IBM 80 Minute CD-R Spindle, 50/Pack",Chuck Clark,12481,20.89,Computer Peripherals
Accessory31,Chuck Clark,12481,35.99,Telephones and Communication
O'Sullivan 4-Shelf Bookcase in Odessa Pine,Daniel Byrd,12902,120.98,Bookcases
Hewlett-Packard 4.7GB DVD+R Discs,Chuck Clark,20128,8.5,Computer Peripherals
Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Chuck Clark,20128,95.43,Storage & Organization
"Tennsco Lockers, Sand",Darren Koutras,20642,20.98,Storage & Organization
Filing/Storage Totes and Swivel Casters,Roland Murray,24804,9.71,Storage & Organization
"Angle-D Binders with Locking Rings, Label Holders",Daniel Byrd,28357,7.3,Binders and Binder Accessories
Staples Paper Clips,Daniel Byrd,28357,2.47,Rubber Bands
"Memorex 4.7GB DVD+R, 3/Pack",Bobby Odegard,31043,15.28,Computer Peripherals
Accessory20,Bobby Odegard,31043,85.99,Telephones and Communication
Storex Dura Pro™ Binders,Daniel Byrd,32355,5.94,Binders and Binder Accessories
Xerox 231,Daniel Byrd,32355,6.48,Paper
Xerox 217,Chuck Clark,33700,6.48,Paper
Park Ridge™ Embossed Executive Business Envelopes,Chuck Clark,35811,15.57,Envelopes
Newell 310,Chuck Clark,35811,1.76,Pens & Art Supplies
"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Chloris Kastensmidt,38598,880.98,Bookcases
Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Chloris Kastensmidt,38598,13.4,Office Furnishings
"210 Trimline Phone, White",Chloris Kastensmidt,38598,15.99,Office Machines
Catalog Binders with Expanding Posts,Daniel Byrd,40678,67.28,Binders and Binder Accessories
Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Roger Barcio,41154,21.98,Pens & Art Supplies
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2  x 11 ",Chloris Kastensmidt,43909,15.99,Binders and Binder Accessories
Xerox 1936,Bobby Odegard,45346,19.98,Paper
*Staples* Highlighting Markers,Carl Weiss,46336,4.84,Pens & Art Supplies
"Sanford Colorific Colored Pencils, 12/Box",Roland Murray,52320,2.88,Pens & Art Supplies
"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6  x 9 ",Bobby Odegard,52357,10.98,Envelopes
Coloredge Poster Frame,Daniel Byrd,53573,14.2,Office Furnishings
Fellowes Superior 10 Outlet Split Surge Protector,Carl Weiss,56420,38.06,Appliances
"Master Caster Door Stop, Brown",Carl Weiss,56420,5.08,Office Furnishings
5170i,Carl Weiss,56420,125.99,Telephones and Communication
StarTAC ST7762,Carl Weiss,56420,125.99,Telephones and Communication
Bell Sonecor JB700 Caller ID,Carl Weiss,57412,7.99,Telephones and Communication
Newell 340,Arthur Gainer,66,2.88,Pens & Art Supplies
"Memorex 4.7GB DVD-RAM, 3/Pack",Lisa Hazard,1762,31.78,Computer Peripherals
Wausau Papers Astrobrights® Colored Envelopes,Lisa Hazard,1762,5.98,Envelopes
Accessory35,Lisa Hazard,1762,35.99,Telephones and Communication
Rediform S.O.S. Phone Message Books,Mitch Gastineau,6150,4.98,Paper
"6  Cubicle Wall Clock, Black",Katharine Harms,6310,8.09,Office Furnishings
Xerox 212,Matthew Grinstein,9664,6.48,Paper
Magna Visual Magnetic Picture Hangers,Lisa Hazard,11168,4.82,Office Furnishings
"It's Hot Message Books with Stickers, 2 3/4  x 5 ",Cathy Prescott,12417,7.4,Paper
"80 Minute CD-R Spindle, 100/Pack - Staples",Matthew Grinstein,13607,39.48,Computer Peripherals
Avery 479,Matthew Grinstein,13607,2.61,Labels
Tennsco Commercial Shelving,Matthew Grinstein,13607,20.34,Storage & Organization
GBC VeloBinder Strips,Lauren Leatherbury,14597,7.68,Binders and Binder Accessories
Staples Plastic Wall Frames,Lauren Leatherbury,14597,7.96,Office Furnishings
Eldon Expressions Mahogany Wood Desk Collection,Matthew Grinstein,15015,6.24,Office Furnishings
Nu-Dell Leatherette Frames,Pauline Webber,17539,14.34,Office Furnishings
T28 WORLD,Pauline Webber,17539,195.99,Telephones and Communication
"Advantus Push Pins, Aluminum Head",Lauren Leatherbury,18145,5.81,Rubber Bands
Southworth 25% Cotton Antique Laid Paper & Envelopes,Matthew Grinstein,19559,8.34,Paper
CF 688,Matthew Grinstein,19559,155.99,Telephones and Communication
Accessory34,Matthew Grinstein,19559,85.99,Telephones and Communication
Canon Imageclass D680 Copier / Fax,Matthew Grinstein,21188,699.99,Copiers and Fax
Vinyl Sectional Post Binders,Lisa Hazard,21318,37.7,Binders and Binder Accessories
"GBC White Gloss Covers, Plain Front",Pauline Webber,21792,14.48,Binders and Binder Accessories
Avery White Multi-Purpose Labels,Pauline Webber,21831,4.98,Labels
"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Mitch Gastineau,22818,130.98,Chairs & Chairmats
Belkin 105-Key Black Keyboard,Mitch Gastineau,22818,19.98,Computer Peripherals
Avery Binder Labels,Lisa Hazard,24801,3.89,Binders and Binder Accessories
Luxo Adjustable Task Clamp Lamp,Lisa Hazard,24801,88.84,Office Furnishings
2160,Lisa Hazard,24801,115.99,Telephones and Communication
Staples 1 Part Blank Computer Paper,Pauline Webber,26529,11.34,Paper
Avery 481,Matthew Grinstein,27780,3.08,Labels
"*Staples* vLetter Openers, 2/Pack",Matthew Grinstein,27780,3.68,"Scissors, Rulers and Trimmers"
"Memorex 80 Minute CD-R Spindle, 100/Pack",Matthew Grinstein,27780,43.98,Computer Peripherals
"Maxell 3.5  DS/HD IBM-Formatted Diskettes, 10/Pack",Lisa Hazard,27843,4.89,Computer Peripherals
Accessory36,Mitch Gastineau,28773,55.99,Telephones and Communication
Prang Drawing Pencil Set,Quincy Jones,30786,2.78,Pens & Art Supplies
"Decoflex Hanging Personal Folder File, Blue",Quincy Jones,30786,15.42,Storage & Organization
"Staples #10 Laser & Inkjet Envelopes, 4 1/8  x 9 1/2 , 100/Box",Lauren Leatherbury,31809,9.78,Envelopes
"Wirebound Message Books, Four 2 3/4  x 5  Forms per Page, 600 Sets per Book",Lisa Hazard,31878,9.27,Paper
R280,Lisa Hazard,31878,155.99,Telephones and Communication
Bevis Steel Folding Chairs,Lauren Leatherbury,34976,95.95,Chairs & Chairmats
Xerox 1983,Lauren Leatherbury,34976,5.98,Paper
"80 Minute CD-R Spindle, 100/Pack - Staples",Quincy Jones,34979,39.48,Computer Peripherals
"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Lauren Leatherbury,35139,8.69,Binders and Binder Accessories
Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Mitch Gastineau,36608,21.98,Pens & Art Supplies
Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Mitch Gastineau,36608,90.48,Envelopes
"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Mitch Gastineau,36994,130.98,Chairs & Chairmats
M3682,Mitch Gastineau,38944,125.99,Telephones and Communication
Global Troy™ Executive Leather Low-Back Tilter,Mitch Gastineau,38944,500.98,Chairs & Chairmats
"Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate",Mitch Gastineau,38944,29.14,Paper
Avery 503,Quincy Jones,39075,10.35,Labels
i1000,Mitch Gastineau,39425,65.99,Telephones and Communication
Global Troy™ Executive Leather Low-Back Tilter,Katharine Harms,41921,500.98,Chairs & Chairmats
"Peel & Seel® Recycled Catalog Envelopes, Brown",Katharine Harms,41921,11.58,Envelopes
"Hoover Replacement Belts For Soft Guard™ & Commercial Ltweight Upright Vacs, 2/Pk",Quincy Jones,42945,3.95,Appliances
"Dana Fluorescent Magnifying Lamp, White, 36 ",Lauren Leatherbury,43013,50.98,Office Furnishings
Hewlett-Packard Deskjet 3820 Color Inkjet Printer,Matthew Grinstein,43104,100.97,Office Machines
Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Matthew Grinstein,43301,100.89,Chairs & Chairmats
Tennsco Industrial Shelving,Matthew Grinstein,43301,48.91,Storage & Organization
Hoover Commercial Lightweight Upright Vacuum with E-Z Empty™ Dirt Cup,Arthur Gainer,44935,232.58,Appliances
Avery 497,Arthur Gainer,44935,3.08,Labels
SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Maria Etezadi,44995,28.99,Telephones and Communication
Staples Brown Kraft Recycled Clasp Envelopes,Matthew Grinstein,45989,5.58,Envelopes
#10-4 1/8  x 9 1/2  Premium Diagonal Seam Envelopes,John Murray,49767,15.74,Envelopes
Canon MP100DHII Printing Calculator,John Murray,49767,140.99,Office Machines
Xerox 220,John Murray,49767,6.48,Paper
"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Katharine Harms,51239,85.29,Tables
"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Mitch Gastineau,51269,8.69,Binders and Binder Accessories
Seth Thomas 12  Clock w/ Goldtone Case,Mitch Gastineau,51269,22.98,Office Furnishings
"Global Deluxe Stacking Chair, Gray",Lauren Leatherbury,54084,50.98,Chairs & Chairmats
Tensor Computer Mounted Lamp,Lauren Leatherbury,54307,14.89,Office Furnishings
Global Adaptabilities™ Conference Tables,Lauren Leatherbury,54307,280.98,Tables
"Dixon My First Ticonderoga Pencil, #2",Quincy Jones,55014,5.85,Pens & Art Supplies
Bush Mission Pointe Library,Lauren Leatherbury,55845,150.98,Bookcases
"Wilson Jones Hanging View Binder, White, 1 ",Cari MacIntyre,55846,7.1,Binders and Binder Accessories
Xerox 220,Matthew Grinstein,57063,6.48,Paper
Staples Pushpins,Matthew Grinstein,57063,1.88,Rubber Bands
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,John Murray,57093,5.34,Binders and Binder Accessories
Decoflex Hanging Personal Folder File,John Murray,57093,15.42,Storage & Organization
"Acco Pressboard Covers with Storage Hooks, 14 7/8  x 11 , Dark Blue",Cari MacIntyre,59329,3.81,Binders and Binder Accessories
Eldon Expressions Mahogany Wood Desk Collection,Cari MacIntyre,59329,6.24,Office Furnishings
"Eldon Imàge® Series Desk Accessories, Clear",Cari MacIntyre,59329,4.86,Office Furnishings
Staples Copy Paper (20Lb. and 84 Bright),Cari MacIntyre,59329,4.98,Paper
6162i,Sample Company A,36,65.99,Telephones and Communication
"Master Caster Door Stop, Large Neon Orange",Maria Zettner,194,7.28,Office Furnishings
Serrated Blade or Curved Handle Hand Letter Openers,Maria Zettner,194,3.14,"Scissors, Rulers and Trimmers"
BPI Conference Tables,Sonia Cooley,384,146.05,Tables
Hoover Portapower™ Portable Vacuum,Sibella Parks,774,4.48,Appliances
"Hon Metal Bookcases, Putty",Hallie Redmond,1027,70.98,Bookcases
Vinyl Sectional Post Binders,Harold Dahlen,1060,37.7,Binders and Binder Accessories
Microsoft Internet Keyboard,Harold Dahlen,1280,20.97,Computer Peripherals
Southworth 25% Cotton Antique Laid Paper & Envelopes,Hallie Redmond,1764,8.34,Paper
SAFCO Arco Folding Chair,Becky Pak,1824,276.2,Chairs & Chairmats
"Eldon® 200 Class™ Desk Accessories, Burgundy",Becky Pak,1824,6.28,Office Furnishings
ACCOHIDE® Binder by Acco,Maria Zettner,2503,4.13,Binders and Binder Accessories
Avery 506,Maria Zettner,2503,4.13,Labels
1726 Digital Answering Machine,Maria Zettner,2503,20.99,Telephones and Communication
Xerox 215,Harold Dahlen,4069,6.48,Paper
Prang Drawing Pencil Set,Harold Dahlen,4069,2.78,Pens & Art Supplies
Staples Metal Binder Clips,Harold Dahlen,4069,2.62,Rubber Bands
Fellowes 17-key keypad for PS/2 interface,Clytie Kelty,4645,30.73,Computer Peripherals
Acco 6 Outlet Guardian Premium Surge Suppressor,Clytie Kelty,4645,14.56,Appliances
Brother DCP1000 Digital 3 in 1 Multifunction Machine,Clytie Kelty,4645,299.99,Copiers and Fax
Eureka The Boss® Cordless Rechargeable Stick Vac,Sibella Parks,5858,50.98,Appliances
Talkabout T8097,Sibella Parks,5858,205.99,Telephones and Communication
Xerox 1966,Adam Shillingsburg,6304,6.48,Paper
Canon PC940 Copier,Clytie Kelty,6661,449.99,Copiers and Fax
Executive Impressions 13  Clairmont Wall Clock,Clytie Kelty,6661,19.23,Office Furnishings
"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Brooke Gillingham,6757,34.76,Storage & Organization
Riverside Furniture Stanwyck Manor Table Series,Brooke Gillingham,6757,286.85,Tables
Avery 51,Tom Boeckenhauer,7904,6.3,Labels
"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",Alex Russell,7909,4.26,Pens & Art Supplies
8890,Tom Boeckenhauer,8614,115.99,Telephones and Communication
Barrel Sharpener,Alejandro Ballentine,9249,3.57,Pens & Art Supplies
"Companion Letter/Legal File, Black",Alejandro Ballentine,9249,37.76,Storage & Organization
Bevis 36 x 72 Conference Tables,Alejandro Ballentine,9249,124.49,Tables
"Global Stack Chair without Arms, Black",Becky Pak,9639,25.98,Chairs & Chairmats
Avery 491,Becky Pak,9639,4.13,Labels
8290,Becky Pak,9639,125.99,Telephones and Communication
Wilson Jones DublLock® D-Ring Binders,Harold Dahlen,9696,6.75,Binders and Binder Accessories
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Harold Dahlen,9696,243.98,Chairs & Chairmats
TimeportP7382,Adam Shillingsburg,9888,205.99,Telephones and Communication
Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Alejandro Ballentine,10913,180.98,Chairs & Chairmats
"Super Bands, 12/Pack",Claire Good,10981,1.86,Rubber Bands
StarTAC ST7868,Claire Good,10981,125.99,Telephones and Communication
"Tenex 46  x 60  Computer Anti-Static Chairmat, Rectangular Shaped",Alejandro Ballentine,12707,105.98,Office Furnishings
Executive Impressions 14 ,Sibella Parks,13799,22.23,Office Furnishings
Avery 493,Alex Russell,13959,4.91,Labels
EcoTones® Memo Sheets,Alex Russell,13959,4,Paper
Bevis 36 x 72 Conference Tables,Tom Boeckenhauer,14016,124.49,Tables
Accessory41,Becky Pak,14563,35.99,Telephones and Communication
Acco Keyboard-In-A-Box®,Sibella Parks,15428,29.1,Computer Peripherals
LX 677,Sibella Parks,15428,110.99,Telephones and Communication
Avery 479,Alex Russell,16772,2.61,Labels
Canon PC940 Copier,Clytie Kelty,17573,449.99,Copiers and Fax
#10- 4 1/8  x 9 1/2  Recycled Envelopes,Trudy Bell,18119,8.74,Envelopes
Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Alyssa Crouse,18368,70.97,Appliances
"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Alyssa Crouse,18368,37.94,Paper
Lexmark 4227 Plus Dot Matrix Printer,Alyssa Crouse,18368,2036.48,Office Machines
Avery Reinforcements for Hole-Punch Pages,Sibella Parks,19424,1.98,Binders and Binder Accessories
Accessory35,Sibella Parks,19424,35.99,Telephones and Communication
Acme® Preferred Stainless Steel Scissors,Cassandra Brandow,19425,5.68,"Scissors, Rulers and Trimmers"
Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Alex Russell,19812,550.98,Tables
"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Alyssa Crouse,21510,22.24,Computer Peripherals
StarTAC 7760,Adrian Barton,21763,65.99,Telephones and Communication
Avery Hanging File Binders,Catherine Glotzbach,22212,5.98,Binders and Binder Accessories
"Recycled Desk Saver Line  While You Were Out  Book, 5 1/2  X 4 ",Adam Shillingsburg,23046,8.95,Paper
Soundgear TeleForum DX Desktop Conference Phone,Alex Russell,23172,96.45,Office Machines
Newell 320,Catherine Glotzbach,23585,4.28,Pens & Art Supplies
Staples 4 Outlet Surge Protector,Alyssa Crouse,23906,8.67,Appliances
Peel & Stick Add-On Corner Pockets,Becky Pak,24583,2.16,Binders and Binder Accessories
StarTAC 7797,Sibella Parks,25191,115.99,Telephones and Communication
Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Alyssa Crouse,25603,35.89,Envelopes
Epson LQ-870 Dot Matrix Printer,Brooke Gillingham,25861,535.64,Office Machines
"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Tom Boeckenhauer,26979,7.98,Paper
I888 World Phone,Tom Boeckenhauer,26979,155.99,Telephones and Communication
Seth Thomas 14  Putty-Colored Wall Clock,Jenna Caffey,27746,29.34,Office Furnishings
Wirebound Voice Message Log Book,Jenna Caffey,27746,4.76,Paper
Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Rose O'Brian,27844,5.8,Binders and Binder Accessories
Eldon Cleatmat® Chair Mats for Medium Pile Carpets,Claire Good,28097,55.5,Office Furnishings
Xerox 188,Brooke Gillingham,28262,11.34,Paper
Accessory34,Trudy Bell,28519,85.99,Telephones and Communication
"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Valerie Takahito,29058,880.98,Bookcases
GBC Standard Therm-A-Bind Covers,Rick Wilson,29187,24.92,Binders and Binder Accessories
Peel & Stick Add-On Corner Pockets,Rick Wilson,29187,2.16,Binders and Binder Accessories
"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",Rick Wilson,29187,808.49,Office Machines
Xerox 217,Rick Wilson,29187,6.48,Paper
Fiskars® Softgrip Scissors,Rick Wilson,29187,10.98,"Scissors, Rulers and Trimmers"
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Becky Pak,29317,200.98,Chairs & Chairmats
Okidata ML591 Wide Format Dot Matrix Printer,Becky Pak,29317,810.98,Office Machines
Sterling Rubber Bands by Alliance,Becky Pak,29317,4.71,Rubber Bands
Canon PC940 Copier,Adam Shillingsburg,29988,449.99,Copiers and Fax
"Dixon My First Ticonderoga Pencil, #2",Catherine Glotzbach,30051,5.85,Pens & Art Supplies
"It's Hot Message Books with Stickers, 2 3/4  x 5 ",Sibella Parks,30211,7.4,Paper
Xerox 193,Tom Boeckenhauer,30401,5.98,Paper
Avery Hi-Liter® Fluorescent Desk Style Markers,Claire Good,30757,3.38,Pens & Art Supplies
"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",Claire Good,30757,11.66,Pens & Art Supplies
